ID_Robo,Fecha_Robo,Patente_Principal,SubTipo,Dirección_Robo,Latitud_Clean_Robo,Longitud_Clean_Robo,Marca_Detectada,Relato_Robo,ID_Hallazgo,Fecha_Hallazgo,Dirección_Hallazgo,Latitud_Clean_Hallazgo,Longitud_Clean_Hallazgo,Relato_Hallazgo,Horas_Hasta_Hallazgo,Dias_Hasta_Hallazgo
10016076593,2026-04-05 12:24:00,AB989YI,VEHÍCULOS,AV DE LOS TRABAJADORES al 4695,-38.084011314144,-57.54075155783,TOYOTA,"REFIERE QUE LE ROBARON EL AUTO, ESTABA EN LA CALLE, TOYOTA ETTIOS PATENTE AB989YI, COLOR NEGRO, DE CAMIONETA BAJARON PERSONAS CON INHIDOR, HAY UN VIDEO BORROSO, CAMIONETA GRIS. ",10016076967,2026-04-05 15:02:00,DIAGONAL MAR DEL PLATA y 35,-38.0087923814,-57.7090300325,MOVIL 30801 INFORMA EL HALLAZGO DE TOYOTA ETIOS DOMINIO AB989YI  MISMO SUSTRAIDO EN HORAS DE LA MAÑANA,2.6333333333333333,0.10972222222222222
10016088335,2026-04-08 22:32:00,AH684JN,VEHÍCULOS,JUAN MARIANI al 7043,-37.951985263251,-57.571429494506,PEUGEOT,"LLAMANTE REFIERE QUE TRES PERSONAS EN MOTO ACABAN DE ROBAR UN AUTO, UN PEUGEOT 2008 BLANCO DOMINIO AH684JN__VAN POR BELGICA HACIA CONSTITUCION. INDICA QUE UNA DE ELLAS ESTABA SIN PATENTE, UN MASCULINO A BORDO CON UN BUZO CLARO Y CAPUCHA, NO SABE SI IBA SOLO O ACOMPAÑADO. INDICA QUE ERAN DOS MOTOS, 3 PERSONAS. LUEGO HABLA LA VICTIMA, REFIERE QUE SON VARIAS MOTOS CHICAS, IBAN DE A UNO Y/O DOS. SUCEDIO CUANDO SE BAJO DEL VEHICULO PARA ABRIR EL PORTON, NO LE MOSTRARON ARMAS, NO ESTA HERIDO",10016088484,2026-04-08 23:37:00,GAMAL NASSER y Gral Roca,-37.9900899985,-57.5988139992,"LLAMANTE DICE QUE HACE MEDIA HORA INFORMARON EL ROBO DE UNA CAMIONETA EN CALLE MARIANI 4073, ES UNA CAMIONETA PEUGEOT 2008, AÑO 2025 COLOR BLANCA, PTENTE AH684JN. DICE QUE TIENE UN GPS A BORDO DE LA MISMA QUE LES INDICA QUE AHORA ESTA EN LA UBICACION APORTADA. DICE QUE ERAN 3 O 4 DELINCUENTES , ESTABAN EN MOTOS CHICAS TIPO 110, NO VIO SI ESTABAN ARMADOS.",1.0833333333333333,0.04513888888888889
10016088335,2026-04-08 22:32:00,AH684JN,VEHÍCULOS,JUAN MARIANI al 7043,-37.951985263251,-57.571429494506,PEUGEOT,"LLAMANTE REFIERE QUE TRES PERSONAS EN MOTO ACABAN DE ROBAR UN AUTO, UN PEUGEOT 2008 BLANCO DOMINIO AH684JN__VAN POR BELGICA HACIA CONSTITUCION. INDICA QUE UNA DE ELLAS ESTABA SIN PATENTE, UN MASCULINO A BORDO CON UN BUZO CLARO Y CAPUCHA, NO SABE SI IBA SOLO O ACOMPAÑADO. INDICA QUE ERAN DOS MOTOS, 3 PERSONAS. LUEGO HABLA LA VICTIMA, REFIERE QUE SON VARIAS MOTOS CHICAS, IBAN DE A UNO Y/O DOS. SUCEDIO CUANDO SE BAJO DEL VEHICULO PARA ABRIR EL PORTON, NO LE MOSTRARON ARMAS, NO ESTA HERIDO",10016089360,2026-04-09 09:42:00,ALVARADO al 6700,-37.989005446343,-57.596514221561,"LLT EREFIERE QUE ENCONTRO SU CAMIONETA PEUGOT  2008 AÑO  2025 PATENTE AH684JN COLOR BLANCA , VIDRIOS POLARIZAOOS __EL ROBO OCURRIO ANOCHE Y REALIZO LA DENUNCIA __ESPERA EN OTRO  AUTO  JUNTO A UN AMIGO, ES UNA KANGOO COLOR GRIS , ESTA A UNA CUADRA DE SU CAMIONETA ",11.166666666666666,0.46527777777777773
10016110339,2026-04-15 08:23:00,JDY353,VEHÍCULOS,AV VICTORIO TETAMANTI y Av Mario Bravo,-38.0208619985,-57.6239059992,RENAULT,CARGA INVERSA SUBCRIA PARQUE SGTO TORRES INFORMA CALLE TETAMANTI Y MARIO BRAVO SUSTRAEN MODALIDAD ROBO 3 NN ARMADOS RENAULT LOGAN DOMINIO JDY353 AÑO 2010 COLOR NEGRO DANMIFICADO SR  SOSA GUSTAVO EDUARDO TEL 2235687145,10016110545,2026-04-15 10:05:00,ALFREDO LEPERA al 9409,,,"LLAMANTE REFIERE QUE HAY UN AUTO RENAULT CLIO DOMINIO JDY353, ABANDONADO EN EL TERRENO DE LA MADRE ATRAS DE SU CASA , EL TERRENO ESTA  ABIERTO ",1.7,0.07083333333333333
10016110862,2026-04-15 12:07:00,AA908RW,VEHÍCULOS,HIPOLITO YRIGOYEN al 2067,-38.000846762472,-57.55223657532,TOYOTA,"CCA QUE DEJA EL AUTO ESTACIONADO Y AHORA VA Y NO ESTA , ES UN TOYOTA ETIOS BLANCO PATENTE AA908RW ",10016110976,2026-04-15 12:54:00,GARAY al 3417,-38.004059939252,-57.562323509754,LLAMANTE REFIERE QUE SE COMUNICA D ELA EMPRESA LO SHACK.-.INFORMA QUE ENCONTRO UN TOYOTA ETIOS COLOR BLANCO PATENTE AA908RW.- ESTE VEHICULO FUE SUSTRAIDO EN EL DIA DE HOY.- ,0.7833333333333333,0.03263888888888889
10016196586,2026-05-10 21:18:00,AF553OP,VEHÍCULOS,VICENTE LOPEZ Y PLANES y Av Constitucion,-37.9661017066,-57.5525302686,TOYOTA,CRIA 7A INFORMA MODALIDAD HURTO SUSTRAEN VEHICULO CAMIONETA TOYOTA HILUX COLOR GRIS PTTE AF553OP. DAMNIFICADO RODRIGUEZ FRANCO TEL 2235512055,10016196618,2026-05-10 21:32:00,BOLIVIA al 500,-37.959182317602,-57.599314614265,"OPPAL TOTI CRIA 7MA INFORMA EN EL LUGAR DEBERIA HABER UNA CMAIONETA HILUX PTTE AF553OP, MISMA SUSTRAIDA DE JURISDICCION 7MA",0.23333333333333334,0.009722222222222222
10016199802,2026-05-11 22:55:00,A086DWG,MOTOS,12 DE OCTUBRE y Acha,-38.0429159984,-57.5464489992,ZANELLA,"CRIA 3ERA OSA ROMANO .REFIERE QUE SUTRAEN DE HURTO MOTOVEHICULO ZANELLA RX 150 DOMINIO A086DWG . AÑO DE FAB 2018 COLOR DORADO. PROPIETARIO SALZ KEVIN , DNI 35970266, CEL 2235625355. DLIO BERMEJO 464. ",10016289100,2026-06-09 01:36:00,TRES ARROYOS y ALVARADO ,,,MOVIL DE PREFECTURA AP 208 OA ROBLEDO INFORMA QUE DAN CON UN  MOTOVEHICULO ZANELLA RX 150 A086DWG EL MOTOVEHICULO TENDRIA PEDIDO DE SECUESTRO DE CRIA TERCERA ,674.6833333333333,28.111805555555552
10016209560,2026-05-15 03:27:00,GOP717,PGA,FORTUNATO DE LA PLAZA y FRIULI,,,CHEVROLET,CHEVROLET CORSA 5 PUERTAS VERDE   GOP717 TITULAR FORTUNTO ANDRES  27286089  DOMICILIO 7446 MODALIDAD  HURTO ESQUINA FORTUNATO DE LA PLAZA Y FRIULI AL REDEDOR DE LAS 22 SGTO CANIO 16 [Id.Remoto: 10016209560],10016210298,2026-05-15 10:49:00,GONZALEZ GUERRICO y Puan,-38.0206019985,-57.6071419992,"CARGA INVERSA CRIA 16TA OI PORCEL SOLICITA MOVIL PARA VERIFICAR EL HALLAZGO DE UN VEHICULO CHEVROLET CORSA 2 GOP717 AZUL, EL CUAL FUE DENUNCIADO ENE L DIA DE AYER__",7.366666666666666,0.3069444444444444
10016214074,2026-05-16 11:25:00,AE048DS,VEHÍCULOS,CASTELLI y Viamonte,-38.0161579984,-57.5406589992,TOYOTA,"LLAMANTE REFIERE QUE LE ROBARON LA CAMIONETA QUE TENIA ESTACIONADA. ES UNA  TOYOTA HILUX SRV, MODELO 2020, PATENTE  AE048DS. ALCANZÓ SOLO A VER A UN MASCULINO. SE FUE POR ALVEAR HACIA COLON. ",55842786,2026-05-27 10:50:00,ALVARADO y BRONZINI,,,SE ACTIVA LPR CON CAPTURA ACTIVA AE048DS [Id.Remoto: 4069871] [Id.Remoto: 2887519] [Id.Remoto: 55842786],263.4166666666667,10.975694444444445
10016292009,2026-06-10 00:06:00,DOO049,VEHÍCULOS,GAMAL NASSER al 2259,-37.982622078173,-57.592757107304,OTRA / NO ESPECIFICADA,"LLAMANTE REFIERE QUE LE ROBARON  EL AUTO EN LA PUERTA DE SU CASA, NO SABE CUANTAS PERSONAS, LE AVISARON QUE NO ESTABA- PALIO COLOR ROJO, PATENTE DOO049",10016293427,2026-06-10 12:56:00,PAULA ALBARRACIN al 643,-37.9674,-57.5862,"LLAMANTE  DICE QUE ANOCHE LLAMO AL 911 Y RADICO DENUNCIA PERO RECIEN LO ENCONTRO AL FIAT PALIO 2000, ROJO, PATETNE DOO049. NO TIENE PERSONAS A BORDO.__A EL LE MANDARON UNA FOTO, QUE CON EL VEHICULO QUISIERON COMETER ILICITO.- ",12.833333333333334,0.5347222222222222
10016298380,2026-06-12 05:27:00,AB957ZX,VEHÍCULOS,RIZZUTTO al 685,-37.95385245032,-57.583802748951,OTRA / NO ESPECIFICADA,"EN PROCESO __LLAMANTE REFIERE QUE LE ROBARON LA CAMIONETA CUANDO LA MUJER ESTABA SALIENDO PARA EL TRABAJO , ERAN 3 O 4 , ESTABAN ARMADOS, SE LLEVAN UNAQ CAMIONETA DASTER GRIS PARA EL LADO DE CONSTITUCION, DOMINIO AB957ZX , ",10016305034,2026-06-14 12:36:00,PASAJE VENEZUELA y Pasaje Santa Cruz,,,"CARGA INVERSA PREFECTURA OA SIMBRON CLAUDIO__PASAJE VENEZUELA Y PASAJE SANTA CRUZ__ REFIERE HALLAZGO DE__DUSTER AB957ZX ABANDONADO__AL VERIFICAR POR INFORMATICA POSEE SECUESTRO DE CRIA 6TA, CN FECHA 12/06/2026. ASI MISMO EN EL LUGAR SE ENCUENTRA UN VEHICULO__PEUGEOT 208 BLANCO, DOMINIO DE CRISTALES AB670ST POSEE SECUESTRO DE CRIA 7MA FECHA 11/06/2026 (POSEE DOMINIO COLOCADO MWC892 SIN IMPEDIMENTO) DR LAYUS DE ODEPA DISPONE SE RESGUARDE EL LUGAR Y TRASLADEN  LOS RODADOS A CRIA 6TA DEBIDO A LA ZONA HOSTIL Y UNA VEZ ALLI SOLICITEN POLICIA CIENTIFICA. __RELACIONADO A ID 16304680__",55.15,2.2979166666666666
10016301565,2026-06-13 06:42:00,A295UVT,MOTOS,GARAY y Av Champagnat,-37.9904670715,-57.5892982483,ZANELLA,REFIERE QUE LE ROBARON EN LA VIA PUBLICA UNA MOTO ZANELLA ZB COLOR GRIS CON DETALLES EN VERDE PATENTE A295UVT LOS DELINCUENTES ESTABAN EN UN FIAT PALIO MODELO NUEVO COLOR ROJO NO TENIA PATENTE TENIA 4 OCUPANTES VESTIAN ROPA NEGRA UNO VESTIA CON UN PIJAMA DE FELPUDO COLOR GRIS NO ESTABAN ARMADOS NO ESTA HERIDO SE FUERON VICTORIANO MONTES PARA EL LADO DE LURO [Id.Remoto: 10016301565],10016309099,2026-06-15 20:07:00,SOLER al 10455,-38.004294496838,-57.619910066118,LLAMANTE REFIERE QUE SE HABIA COMUNICADO PARA DAR AVISO QUE VIO SU MOTO QUE FUE ROBADA EL DIA SABADO EN LAS CALLES APORTADAS. LLAMANTE VUELVE A RELAIZAR EL RECLAMO. LA MOTO ES ZANELLA ZB 110 DE COLOR GRIS DOMINIO A295UVT.,61.416666666666664,2.5590277777777777
10016320301,2026-06-19 21:11:00,AH430WV,VEHÍCULOS,LA RIOJA al 2541,-38.0042064156,-57.5563647936,OTRA / NO ESPECIFICADA,"LLAMANTE REFIERE QUE LE ROBARON EL AUTO EN LA PUERTA DE SU CASA , ES UN POLO 2025 GRIS OSCURO, DOMINIO  AH430WV  EL MISMO NO ESTA COLOCADO NI ATRAS NI ADELANTE TIENE UN CARTEL CON PATENTE PROVISORIA QUE NO RECUERDA [Id.Remoto: 10016320301]",10016320627,2026-06-19 23:50:00,GRAL RAFAEL DEL RIEGO y Genova,-38.0406869985,-57.5840089992,LLTE REF QUE LLAMÓ POR EL ROBO DE UN POLO GRIS PATENTE AH430WV__SE ENCUENTRA SIN PATENTE AHORA __TIENE UN DISPOSITIVO QUE LO UBICA EN ESTA DIRECCION ____,2.65,0.11041666666666666
10016320301,2026-06-19 21:11:00,AH430WV,VEHÍCULOS,LA RIOJA al 2541,-38.0042064156,-57.5563647936,OTRA / NO ESPECIFICADA,"LLAMANTE REFIERE QUE LE ROBARON EL AUTO EN LA PUERTA DE SU CASA , ES UN POLO 2025 GRIS OSCURO, DOMINIO  AH430WV  EL MISMO NO ESTA COLOCADO NI ATRAS NI ADELANTE TIENE UN CARTEL CON PATENTE PROVISORIA QUE NO RECUERDA [Id.Remoto: 10016320301]",10016333771,2026-06-24 16:27:00,AV LOMAS DEL GOLF y MANZANA7,,,"CARGA INVERSA CRIA 2DA OA SCARBACIO SOLICITA MOVIL PARA QUE VERIFIQUE EN LOMAS DEL GOLF  ,MANZANA 7 FRENTE CASA 22 VW POLO COLOR GRIS DOMINIO AH430WV EL CUAL HABRIA SIDO SUSTRAIDO EN JURISDICCION 2DA",115.26666666666667,4.802777777777778
10016326516,2026-06-21 20:18:00,JNV688,VEHÍCULOS,BRAGADO al 720,-37.9939954168,-57.6167331407,FIAT,"LLAMANTE REFIERE QUE LE ROBARON EL AUTO, ERAN TRES MASCULINOS CAMINANTES, PARO PORQUE TENIA LA CUBIERTA BAJA Y LO ABORDARON, ESTABAN ARMADOS, LLAMANTE SE ENCUENTRA BIEN__LLAMANTE REFIERE SER EFECTIVO POLICIAL, ES UN FIAT PUNTO COLOR BORDO, DOMINIO JNV688__SE FUERON POR BRAGADO HAICA JUAN B JUSTO [Id.Remoto: 10016326516]",10016327189,2026-06-22 00:43:00,FALUCHO y Gamal Nasser,-37.9837619985,-57.5936769992,"INF MOV 30504 EN EL LUGAR REFIERE DA CON EL RODADO SUSTRAIDOS EN HORAS MAS TEMPRANAS, EL MISMO CON DOMINIO COLOCADO JNV688 FIAT PUNTO DE COLOR BORDO, A LA LLEGADA DEL MOVIL POLCIAL SIN OCUPANTES Y SIN LOS DOMINIOS DEL RODADO",4.416666666666667,0.1840277777777778
10016340857,2026-06-27 07:48:00,AE033EM,VEHÍCULOS,ALBARRACIN al 2000,-37.9784513134,-57.5950376109,OTRA / NO ESPECIFICADA,REFIERE QUE LE ROBARON EL AUTO EN LA VIA PUBLICA ES UNA CAPTURE COLOR CREMA PATENTE AE033EM SE FUERON POR BOLIVAR PARA EL LADO DE 180 LOS DELINCUENTES ERAN CUATRO MASCULINOS EN UN PALIO BLANCO NO VIO PATENTE NO VIO SI ESTABAN ARMADOS NO HAY HERIDOS [Id.Remoto: 10016340857],10016341295,2026-06-27 12:13:00,BOLIVAR al 7500,-37.977640438802,-57.598820236152,PERSONAL INFORMA EN RECORRIDA AVISTA CAMIOONETA CAPTURS PATENTE AE033EM ,4.416666666666667,0.1840277777777778
10016340873,2026-06-27 08:03:00,DCH870,VEHÍCULOS,AV PEDRO LURO y Mons Agelelli,-37.9589508221,-57.6246280916,OTRA / NO ESPECIFICADA,"LLAMANTE REFIERE QUE LE ROBARON EL AUTO QUE TENIA ESTACIONADO EN LA CALLE. ES UN PALIO BLANCO, PATENTE DCH870 [Id.Remoto: 10016340873]",10016344580,2026-06-28 09:34:00,VENEZUELA y SANTA CRUZ,-37.9505109985,-57.6079499992,CARGA INVERSA MOVIL 31251 VENEZUELA Y SANTA CRUZ UN TRANSEUNTE AVISA Q HORAS DE MADRUGADA VE DOS MASCULINOS INGRESADOR 2 VEHICULOS AL COMPLEJO DE LAS TORRES - SON PALIO BLANCO DOMINIO DCH870 - TOYOTA YARIS ROJO DOMINIO COLOCADA AB715ML POR  CRISTALES AD285RF ,25.516666666666666,1.0631944444444443
10016394664,2026-07-15 20:47:00,OTO434,VEHÍCULOS,SANTA CRUZ al 3867,-37.9800641265,-57.549300013,OTRA / NO ESPECIFICADA,LLAMANTE REFIERE QUE LOS ASALTARON EN LA PUERTA DE LA CASA SE LLEVARON LA CAMIONETA .- SUSTRAEN ES UNA ECO SPORT COLOR NARANJA DOMINIO OTO434 SE FUERON DORREGO EN CONTRAMANO EN DIRECCION  AL CENTRO .- NO HAY HERIDOS ESTABAN ARMADOS. - [Id.Remoto: 10016394664],10016397937,2026-07-16 13:52:00,GARAY y Bordabehere,-37.9879389985,-57.5942889992,"CCA QUE HAY UNA CAMIONETA ECOSPORT COLOR NARANJA , NO TIENE LAS PATENTE  , APARECIO ABANDONADA A LAS 10 DE LA MAÑANA , Y ÉL LA VIO PUBLICADA EN LA PAGUINA *ROBOS MDP* PATENTE OTO434",17.083333333333332,0.7118055555555555
10016399332,2026-07-16 22:02:00,AG778BZ,VEHÍCULOS,ARAGON al 4725,-37.965329367539,-57.549455142928,PEUGEOT,"LES ACABAN DE ROBAR EL AUTO, UN PEUGEOT COLOR BLANCO 2008, PATENTE AG778BZ. NO HAY HERIDOS. ERAN 4 ARMADOS, ESTABAN  EN UN PEUGEOT 208, SE FUERON POR ARAGON",10016400600,2026-07-17 09:32:00,GARAY al 6558,-37.988143938176,-57.593867584746,"REFIERE QUE ANOCHE LE ROBARON EL AUTO DE LA PUERTA, ESTO SUCEDIO EN ARAGON 4725 Y PEDRAZA__ES UN PEUGEOT 2008 BLANCO, PATENTE AG778BZ__QUE AHORA OBTIENE LA UBICACION DEL VEHICULO MEDIANTE UN DISPOSITIVO QUE TIENE EL AUTO, QUE EL MISMO ESTA EN GARAY 6558 ENTRE BORDABEHERE Y TRES ARROYOS__ELLA  NO ESTA CERCA DE DONDE ESTA EL VEHICULO__QUE EL AUTO ESTARIA AHI DESE HACE UNOS 5 MINUTOS, NO SABE SI ESTA DENTRO O FUERA DE UN LUGAR [Id.Remoto: 10016400600]",11.5,0.4791666666666667
10016400428,2026-07-17 07:50:00,AG968XE,VEHÍCULOS,9 DE JULIO y ESTADO DE ISRAEL,-37.9750929985,-57.5880969992,PEUGEOT,"CRIA 6TA , SGTO D´EPIETRO__9 DE JULIO Y DAVID ORTEGA__PERSONAL POLICIAL INFORMA QUE SE HACE PRESENTE EL SR FERNANDEZ RAUL, CON CONTACTO NRO  2234269105, EL RODADO SUSTRAIDO ES UN AUTOMOVIL PEUGEOT 2008 , COLOR GRIS, DOMINIO COLOCADO AG968XE, DOCUMENTACION A MANO, AÑO DE FABRICACION 2025, MODALIDAD DEL HECHO ROBO 02 NN.-__",10016401138,2026-07-17 14:00:00,MARIA MENDEZ FUNES DE MILLAN y Av Constitucion,-37.9552629985,-57.5762849992,LLAMANTE COMUNICA QUE ES SUBINSPECTOR IRURSUN ESTA VIENDO UN ADELANTO DE SECUESTRO DE PEUGEOT 2008 PTTE AG968XE ESTA  ESTACIONADA EN EL LUGAR  SIN OCUPANTES CON LUCES ENCENDIDAS ,6.166666666666667,0.2569444444444445
10016402051,2026-07-17 19:28:00,AG883QU,VEHÍCULOS,FORMOSA al 5022,-38.004654039963,-57.585494309363,PEUGEOT,"LLAMANTE REFIERE QUE LE ROBARON EL AUTO UN  PEUGEOT 208 GT COLOR GRIS OSCURO DOMINIO AG883QU  NO ESTA HERIDO , ERAN 2  MASCULINOS POSIBLEMENTE ARMADOS EN UNA MOTO  SE FUERON  POR FORMOSA PARA  CHAMPAGNAT",10016402253,2026-07-17 20:35:00,AYOLAS y Av Polonia,-38.0110699985,-57.5920879992,"34869 GPM INFORMA CON VEHICULO PEUGEOT 208 PTTE AG883QU, MISMO SUSTRAUDO EN EL DIA DE LA FECHA, JURISDICCION CRIA 4TA",1.1166666666666667,0.04652777777777778
10016414604,2026-07-21 21:17:00,IIL337,VEHÍCULOS,AV INDEPENDENCIA y Belgrano,-37.9979707634,-57.5542494001,OTRA / NO ESPECIFICADA,LLAMANTE REFIERE QUE LE ROBARON EL AUTO EN CALLE CORDOBA ENTRE FALUCHO Y GASCON. NO VIO NADA. ESTABA ESTACIONADO EN LA CALLE. ES UN CORSA CLASIC 5 PUERTAS COLOR CHAMPAGNE DOMINIO IIL337.-,10016414754,2026-07-21 22:31:00,SAN LUIS y Falucho,-38.0053939984,-57.5530929992,"LLAMANTE DICE QUE HOY MAS TEMPRANO SE COMUNICO PORQUE LE HABIAN ROBADO EL AUTO. QUIERE AVISAR QUE SE TRATO DE UN ERROR. LO HABIA DEHJADO EN LA OTRA CUADRA. ES UN CORSA CLASSIC COLOR CHAMPAGNE, PATENTE IIL337",1.2333333333333334,0.051388888888888894
10016435384,2026-07-28 22:44:00,POZ889,VEHÍCULOS,BRANDSEN y Don Bosco,-37.9777269984,-57.5604879992,PEUGEOT,LLAMANTE REFCIFE QUE LE ROBARON EL AUTO PATENTE  POZ889 PEUGEOT 308 COLOR GRIS. REFIERE QUE ERAN DOS MASCULINOS EN MOTO ARMADOS. SE VAN POR BRANDSEN DERECHO [Id.Remoto: 10016435384],10016435558,2026-07-29 00:05:00,JOSE INGENIEROS y ZACAGNINI,-37.9546729984,-57.5463469992,"MOVIL RO 30918, SUBCRIO SOSA __JOSE INGENIERO Y MARIA CURIE____PERSONAL POLICIKAL INFORMA QUE MIENTRAS REALIZABA RECORRIDAS PERIODICAS, SE ENCUENTRAN CON UN RODADO QUE CUMPLIA CON LAS CARACTERISTICAS DE UN AUTOMOVIL QUE HABIA SIDO SUSTRAIDO EN HORAS TEMPRANAS, PEUGEOT 308, CON DOMINIO POZ889, AL SER CURSADO POR FRECUENCIA INFORMATICAEL MISMO ARROJA PEDIDO DE SECUESTRO, POR LO QUE SE LABRAN ACTUACIONES CORRESPONDIENTES.-",1.35,0.05625
10016442329,2026-07-31 14:01:00,AA624JB,VEHÍCULOS,BALCARCE y Jujuy,-37.9899589984,-57.5521299992,OTRA / NO ESPECIFICADA,PERSONAL INFORMA QUE SE ACERCA UNA PERSONA E INFORMA QUE EN LAS CALLES BALCARCE ENTRE ESPAÑA Y JUJUY BAJA A COMPRAR EL  SR ALONSO CARLOS ODVALDO HACER UN MANDADO Y AL REGRESO YA NO SE ENCONTRO  SU  VEHICULO LOGAN SEDAN GRIS 2016 VIDRIOS TONALIZADOS PATENTE AA624JB CEL 2234385993 SE DIRIJE A RADICAR DENUNCIA ,10016442476,2026-07-31 15:01:00,AV LIBERTAD al 5222,-37.9804689985,-57.5685219992," LTE REFIERE QUE  HACE 1 HORA DEJO SU AUTO ESTACIONADO Y FUE A HACER UN TRABAJO Y CUANDO REGRESO NO LO ENCONTRO , PRESUMIO QUE LO ROBARON Y DIO AVISO COMO ROBADO Y AHORA LO ENCONTRO __LO DEJO MAL ESTACIONADO Y ESTA EL CIRCULANDO __LOGAN COOR GRIS CLARO MODELO 2016 AA624JB__AHORA ESTA CON EL VEHICULO",1.0,0.041666666666666664
10016457427,2026-08-05 10:22:00,A261CFE,MOTOS,AV PEDRO LURO y Rep Arabe Siria,-37.9645738885,-57.6135060001,HONDA,CRIA 6TA SGTO CORONEL INF ADELANTO DE SECUESTRO DAMNIFICADO SR DANTE JUAN CARLOS TEL 2235760620 SUSTRAEN 7:40 3 NN ARMADOS A BORDO DE UN AUTO C3 BLANCO CON VIDRIOS POLARIZADOS  HS MOTOVEHICULO  HONDA WAVE CELESTE DOMINIO A261CFE AÑO 2025 ,57055427,2026-08-05 10:36:00,ITUZAINGO y ESTADO DE ISRAEL,-37.968149998,-57.583836999,"SE VISUALIZA CAPTUR BLANCA SIN DOMINIO , SIMILARES CARACTERISTICAS A LA QUE COMETE EL ROBO CALIFICADO POR LA HONDA WAVE  , DOMINIO A261CFE EN LURO Y PORTUGAL , ESTATICA EN EL LUGAR LA CAPTUR . [Id.Remoto: 4411709] [Id.Remoto: 3148936] [Id.Remoto: 57055427]",0.23333333333333334,0.009722222222222222
10016457427,2026-08-05 10:22:00,A261CFE,MOTOS,AV PEDRO LURO y Rep Arabe Siria,-37.9645738885,-57.6135060001,HONDA,CRIA 6TA SGTO CORONEL INF ADELANTO DE SECUESTRO DAMNIFICADO SR DANTE JUAN CARLOS TEL 2235760620 SUSTRAEN 7:40 3 NN ARMADOS A BORDO DE UN AUTO C3 BLANCO CON VIDRIOS POLARIZADOS  HS MOTOVEHICULO  HONDA WAVE CELESTE DOMINIO A261CFE AÑO 2025 ,10016458458,2026-08-05 17:21:00,AV FERMIN ERREA y Beruti,-37.9507239985,-57.6094069992,"LLAMANTE DICE QUE A LA MAÑANA LE ROBARON UNA MOTO WABE NUEVO COLOR GRIS O VERDE, SON LOS NUEVOS COLORES, 2026, PATENTE A261CFE QUE AHORA NO TIENE COLOCADA.  LA MISMA ESTA ESTACIONADA FUERA DE UNA CASA__LLAMANTE AGUARDA EN LOCALIZACION PARA INDICAR SITIO, ESTA EN TAXI. [Id.Remoto: 10016458458]",6.983333333333333,0.29097222222222224
57055427,2026-08-05 10:36:00,A261CFE,VEHÍCULOS,ITUZAINGO y ESTADO DE ISRAEL,-37.968149998,-57.583836999,HONDA,"SE VISUALIZA CAPTUR BLANCA SIN DOMINIO , SIMILARES CARACTERISTICAS A LA QUE COMETE EL ROBO CALIFICADO POR LA HONDA WAVE  , DOMINIO A261CFE EN LURO Y PORTUGAL , ESTATICA EN EL LUGAR LA CAPTUR . [Id.Remoto: 4411709] [Id.Remoto: 3148936] [Id.Remoto: 57055427]",57055427,2026-08-05 10:36:00,ITUZAINGO y ESTADO DE ISRAEL,-37.968149998,-57.583836999,"SE VISUALIZA CAPTUR BLANCA SIN DOMINIO , SIMILARES CARACTERISTICAS A LA QUE COMETE EL ROBO CALIFICADO POR LA HONDA WAVE  , DOMINIO A261CFE EN LURO Y PORTUGAL , ESTATICA EN EL LUGAR LA CAPTUR . [Id.Remoto: 4411709] [Id.Remoto: 3148936] [Id.Remoto: 57055427]",0.0,0.0
57055427,2026-08-05 10:36:00,A261CFE,VEHÍCULOS,ITUZAINGO y ESTADO DE ISRAEL,-37.968149998,-57.583836999,HONDA,"SE VISUALIZA CAPTUR BLANCA SIN DOMINIO , SIMILARES CARACTERISTICAS A LA QUE COMETE EL ROBO CALIFICADO POR LA HONDA WAVE  , DOMINIO A261CFE EN LURO Y PORTUGAL , ESTATICA EN EL LUGAR LA CAPTUR . [Id.Remoto: 4411709] [Id.Remoto: 3148936] [Id.Remoto: 57055427]",10016458458,2026-08-05 17:21:00,AV FERMIN ERREA y Beruti,-37.9507239985,-57.6094069992,"LLAMANTE DICE QUE A LA MAÑANA LE ROBARON UNA MOTO WABE NUEVO COLOR GRIS O VERDE, SON LOS NUEVOS COLORES, 2026, PATENTE A261CFE QUE AHORA NO TIENE COLOCADA.  LA MISMA ESTA ESTACIONADA FUERA DE UNA CASA__LLAMANTE AGUARDA EN LOCALIZACION PARA INDICAR SITIO, ESTA EN TAXI. [Id.Remoto: 10016458458]",6.75,0.28125
